keyword,title,price,raw_price,old_price,extracted_old_price,rating,reviews,platform,position,delivery,link,thumbnail,brand,price_range,visibility_score,discount_percentage
microwave oven convection,"Forno 24"" Built-In Microwave Oven FMWDR3093-24",999.0,$999.00,1699.0,1699.0,4.0,66,Home Depot,34,,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:1702605331752676155,productid:2398708520823096322,headlineOfferDocid:5706856006969035677,imageDocid:6363327407635745688,rds:PC_2052021601143015287|PROD_PC_2052021601143015287,gpcid:2052021601143015287,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQiOFFpKpdxkIle-qsBYbcgYJyz3xxvWs0AJOIsjUYA8i8xZJnQ1Z9N2H62h4TRjg-GdXjTrW9gsRqHnh-nf4LUPcpnQRf3fnYPRZnZ-4iOVgOjVB71s30dSw,Unknown,Budget,17.5,41.2
microwave oven convection,LG 1.7 Cu. Ft. Smart Built-In Microwave Speed Oven MZBZ1715S,2499.99,"$2,499.99",3700.0,3700.0,3.7,58,Best Buy,35,,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:93247674039742937,productid:17254842988118880837,headlineOfferDocid:4539358801278629773,imageDocid:453187562394506657,rds:PC_18255829586587827157|PROD_PC_18255829586587827157,gpcid:18255829586587827157,mid:576462777425638428,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT9JXVzYzfYCB7aJMNF5GX72kA-09fisk2q7Eyy-65QQ6gzl5Oz0mEgwFhIj9mAQMOjXLpAJtqBJLiGDOzUap-8QIliTbDsgKOBE2_Eb1T6qcsf-nArJ6rylA,LG,Mid-Range,15.0,32.43
microwave oven convection,"KitchenAid 30"" Built In Microwave Oven KMBP100EBS",2183.55,"$2,183.55",2558.0,2558.0,4.0,640,Park Avenue Appliance,36,Free delivery,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:8273306535667644088,productid:602759039799288180,headlineOfferDocid:9616339725433459295,imageDocid:6060317768543765175,rds:PC_6916733897896250714|PROD_PC_6916733897896250714,gpcid:6916733897896250714,mid:576462689997921397,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR9JKNld0sGEeN-dJe2PyM4CjjcE00-e7IzUk4Y9ZxnQbHPtImga6Cz3LpZXhUFTdNOyEpExdKXAv6cbwPo0WAAv8n073y0HHUvo97H3cRgX8kpsPXQpysz,Unknown,Mid-Range,12.5,14.64
microwave oven convection,Greystone 1.1 Cu. Ft. Built-In Convection Microwave 2022302118,421.95,$421.95,,,4.0,2,Furrion,37,,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:16235983482365058667,productid:13918300902544979780,headlineOfferDocid:10903547811248298050,imageDocid:14799412094541111164,rds:PC_11512995886020464934|PROD_PC_11512995886020464934,gpcid:11512995886020464934,mid:576462713730017789,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRRZaBa1GMdCsdJQOl418Ch_wdI413O_v3Ix6vDfxvwyZ-YF_GjCaBXpDjEYo4tEfArPfKSCzK74ugy_jK9eG6jdIRDGVIfRb731Zmc1z3jJQRHt9Txp4Z3,Unknown,Budget,10.0,
microwave oven convection,FORNO Oliena 30 Inch 1750 Watt Compact Oven,1199.0,"$1,199.00",,,4.3,156,NFM,38,,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:1227755165488024311,productid:7565394171667973690,headlineOfferDocid:7504719767218009989,imageDocid:5286077076443726257,rds:PC_2118613683492382521|PROD_PC_2118613683492382521,gpcid:2118613683492382521,mid:576462557567852562,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTvES4bPZYIxR66cNDyXOW7vDPHkw20L3AvAvCw_OK5XJY-7gZFGeJ2aTb7lMTtU0UxLQ_Vgnj805JJjwhq7-__W42vOgl9MwWvhfESjOdvu_SKbEsX7Mof4A,Unknown,Mid-Range,7.5,
microwave oven convection,Frigidaire Professional 1.8 Cu. Ft. 2-in-1 Over-The-Range Convection Microwave,699.95,$699.95,780.0,780.0,4.2,815,Washburn's Home Furnishings,39,,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:4947351987507160780,productid:2440461221849395395,headlineOfferDocid:13169667697416399442,imageDocid:31948908040309676,rds:PC_15038600793942908213|PROD_PC_15038600793942908213,gpcid:15038600793942908213,mid:576462821475810240,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTb9zPf8FM0BX-_hfTsP4PbL4-Dk4Im9EMqUsbfPZf9owsaN2HJiRmeLYty6N0gIuUBpgJJGr6NfP2RnjwAZTdhYI_3sV1c5A3AeX0-SJY,Unknown,Budget,5.0,10.26
microwave oven convection,Fisher & Paykel Convection Microwave Oven,1149.0,"$1,149.00",,,3.7,7,Best Buy,40,,"https://www.google.com/search?ibp=oshop&q=microwave oven convection&prds=catalogid:16833094493084251259,productid:3404765881185077902,headlineOfferDocid:6821638469899692745,imageDocid:7934288915409593092,rds:PC_2542184941400327120|PROD_PC_2542184941400327120,gpcid:2542184941400327120,mid:576462433888281018,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRBK7oZvzWIxyj6lWRo0W5yzkCMiEYsPuD3c0agV_YDQJeWYuHoFx3TZdjU6SS3INCCLGcJ1DhSogM7flqa0Zm4cbz552t8wB7F5wSe1pdZ,Unknown,Mid-Range,2.5,
air fryer India,Prestige Nutrifry Digital Air Fryer 4.5L,39.22,$39.22,,,4.5,41,Ysvara Lifestyle,1,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:1386615334404136554,productid:7443257122163665592,headlineOfferDocid:17640136696673548485,imageDocid:5362477164164258166,rds:PC_14065747890602840882|PROD_PC_14065747890602840882,gpcid:14065747890602840882,mid:576462853410696036,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSksBTQoOQB7aT3o7a8z4kkhlf5LyCj5tuIEhFEz4uIDsNMbLyntgrC4mnzu4-5V_uNcmEMkss,Unknown,Budget,100.0,
air fryer India,Mainstays 2.2 Air Fryer,19.98,$19.98,43.0,43.0,4.3,1400,Walmart,2,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:9072939910090084420,productid:1487872812586058835,headlineOfferDocid:2937567480122880358,imageDocid:14589605053136359981,rds:PC_5961847025112641569|PROD_PC_5961847025112641569,gpcid:5961847025112641569,mid:576462840846114932,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQHrKFm9IkjCX_YwCWW5Hd8n6xAesnlQ_RteIugUYlLzYiXfa6H0xU2Giu6P65R7-0I4YIFi-dS,Unknown,Budget,97.5,53.53
air fryer India,Pigeon Healthifry Digital Air Fryer 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket,175.71,$175.71,202.0,202.0,4.0,309,Pushmycart,3,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:2303496371300962586,productid:277098101005330311,headlineOfferDocid:101770571596546551,imageDocid:12616319978818206231,rds:PC_15106669795441101067|PROD_PC_15106669795441101067,gpcid:15106669795441101067,mid:576462441101116096,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRgPfTHJmjyEYM1GWdoHtgsVr_1J5SUpop-36Djs-e_TFCdDAPA943dbI14i-4c95usxkH1SF3Q,Unknown,Budget,95.0,13.01
air fryer India,Typhur Sync 8QT AI Smart Air Fryer,159.0,$159.00,219.0,219.0,4.6,78,Typhur,4,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:4894413453082357370,productid:3690404049852658762,headlineOfferDocid:3541245744684107644,imageDocid:1962265077699137985,rds:PC_8978300676950568444|PROD_PC_8978300676950568444,gpcid:8978300676950568444,mid:576462523861739685,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTWD70IrHzMdoqlV6Oy5aLrQeLeQknaEmMEvRKylkropkZz4lFWv_2cGQbZvudCpvRBIJDO68A,Unknown,Budget,92.5,27.4
air fryer India,Philips Air Fryer NA120/00,48.52,$48.52,,,4.8,2100,Ysvara Lifestyle,5,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:15109641018332211582,productid:11009132316026003101,headlineOfferDocid:11094115460348002924,imageDocid:6938919994415486821,rds:PC_17901114010534337438|PROD_PC_17901114010534337438,gpcid:17901114010534337438,mid:576462874924442167,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSsWSDgzKOocOravTLz3rC1ch_Mgzel1iF4rZ2Co-H-BX_XXtaGz9rjQ1w9-gVVrky6s0PEESVx,Philips,Budget,90.0,
air fryer India,Gourmia Digital Air Fryer 3qt with Guided Cooking Prompts,34.99,$34.99,40.0,40.0,3.8,183,Target,6,Free delivery on $35+,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:15412368370717956582,productid:10540120507517299633,headlineOfferDocid:5623854420263101811,imageDocid:17758871525061989276,rds:PC_2492801889863032972|PROD_PC_2492801889863032972,gpcid:2492801889863032972,mid:576462796846278307,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTpLTNu3ntDGGP3eIZ-dVAQkaFsrCLSWiXB-ne2uzztiFgKDGPEmDPRQi-vSdyiyPcP6SpJrQM,Unknown,Budget,87.5,12.52
air fryer India,Havells Prolife Neo 4.5 L Air Fryer,62.58,$62.58,,,4.6,8,Ysvara Lifestyle,7,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:421903243134181510,productid:2080955355307634868,headlineOfferDocid:4289562903321824053,imageDocid:14820611678367792567,rds:PC_1097656734209693766|PROD_PC_1097656734209693766,gpcid:1097656734209693766,mid:576462854596329549,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTL_q76Y-4NQ-xaW6YJ25FnJV9TbLWaYxcguGCZkFfFHnEW0N-K3xmey8HLPb7xjlPzPwSn8iQ,Unknown,Budget,85.0,
air fryer India,Wonderchef Caruso Digital Air Fryer,550.0,$550.00,,,,,buyIndianKitchen,8,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:265928765202632313,productid:16916670236611040911,headlineOfferDocid:2338329022809338965,imageDocid:14874961017748507007,gpcid:1960730768696258473,mid:576462850314098510,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTAh5Vs3igTgeD71XFaSIYRxg3cjY93nxIpY6lLN4p_s85VykFUNSbFdSbmad64_a9lrCKxVic1,Unknown,Budget,82.5,
air fryer India,KENT 16096 Classic Hot Air Fryer 4L 1300 W 80% Less Oil Instant Electric Air Fryer,31.4,$31.40,,,5.0,4,Ysvara Lifestyle,9,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:802384229748037260,productid:8728295839204587399,headlineOfferDocid:12043811537949973047,imageDocid:4618680722021117789,rds:PC_8851815094554391557|PROD_PC_8851815094554391557,gpcid:8851815094554391557,mid:576462712641504579,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRy46HlWjTtQO8vvbxEpaYX3hCTdxI3EPQCO4hcmhrXtoT2YdbL4eWHhPJPzeh2hlpBvPCj9YI1,Unknown,Budget,80.0,
air fryer India,Bella Slim Air Fryer,49.99,$49.99,60.0,60.0,4.2,462,Target,10,Free delivery by Thu,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:3689906223508541616,productid:8777041688329430993,headlineOfferDocid:12030097298489589145,imageDocid:11020155165379996279,rds:PC_8390938982706225338|PROD_PC_8390938982706225338,gpcid:8390938982706225338,mid:576462492057474213,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS37dicsf_HQXaDI8biZvXJ-3UVZ5sCY-1JWeSHH9E44FBnKe3Ql22_s82rIFM-GS8eYRi-JEQ,Unknown,Budget,77.5,16.68
air fryer India,Chefman TurboFry Touch Digital Air Fryer,59.98,$59.98,,,4.4,2800,Walmart,11,Free next-day delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:7352380319898053076,productid:9472631314134445222,headlineOfferDocid:9402528397528382139,imageDocid:17478355244721882612,rds:PC_7108477748654269282|PROD_PC_7108477748654269282,gpcid:7108477748654269282,mid:576462816666510655,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSpq5U6nsMncVTWQLNoAO6JNWisn20-DD3Sjpie2UQm5srmi_SN8iLX2sRmnQ,Unknown,Budget,75.0,
air fryer India,Ninja Crispi Pro 6-in-1 Countertop Glass Air Fryer,299.0,$299.00,,,4.6,328,Lowe's,12,Free delivery by Wed,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:4678357141204030589,productid:16244620250167039452,headlineOfferDocid:4628342549740971613,imageDocid:6249153471698087552,rds:PC_13270780751210648607|PROD_PC_13270780751210648607,gpcid:13270780751210648607,mid:576462849580019957,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQkL48Dvg0V0y-P8_AK44ns1lTE-AM6igJZoU_ND9h87t4SLqOIbEGYQfGHiNEzGV78pjlG4Qfd,Unknown,Budget,72.5,
air fryer India,Faber Air Fryer Oven 20L,102.08,$102.08,,,,,Ysvara Lifestyle,13,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:4423765260580629082,productid:18439410547738934908,headlineOfferDocid:13241551144711065872,imageDocid:9167113597814633333,gpcid:917570780935912304,mid:576462796573681671,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT0ECKiUpF0eQh7gU6mrxGhR1A-qu6X32rpgWc4VeIjhkS8Q9OE6uU-sP-zWQ,Unknown,Budget,70.0,
air fryer India,Beautiful 6 Quart Touchscreen Air Fryer,27.6,$27.60,,,4.6,2900,ravir.de,14,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:13046262844495288114,productid:13359814710485767875,headlineOfferDocid:1360785950784956868,imageDocid:6716196177037834281,rds:PC_6773578944642498991|PROD_PC_6773578944642498991,gpcid:6773578944642498991,mid:576462897659133196,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSO9mtaGS0FZ5y89zTTWufo9FTTYJRALsZcGzpbLyRK2F9ZrsqHPQT38ZWvd64HyAlWTkU7RnQE,Unknown,Budget,67.5,
air fryer India,"Prestige Nutrifry Electric Digital Air Fryer| 80% less Oil Consumption|4.5L Capacity |1200 Watts Power|Fry,Grill,Roast,Bake,Reheat|Digital Display",36.64,$36.64,,,4.5,41,Velan Store,15,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=productid:3298623397084305326,headlineOfferDocid:3298623397084305326,imageDocid:9677339940436492462,rds:PC_14065747890602840882|PROD_PC_14065747890602840882,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS8TR_QGjrkO8II9lRL04PauQ9kwDyXUqDISLTDezhuT2uCmoMcqkNQaA9CHnfoJrfW5NMBC7o,Unknown,Budget,65.0,
air fryer India,Gourmia 6-Quart Digital Air Fryer,67.99,$67.99,90.0,90.0,4.4,738,Kohl's,16,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:7180797135891140365,productid:6539271910064468120,headlineOfferDocid:10118824593678508971,imageDocid:8701872868665327256,rds:PC_14653781388882929101|PROD_PC_14653781388882929101,gpcid:14653781388882929101,mid:576462853243339823,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSrO1PeyB8sQ5iSE7EuXoB0j6QlyGuhZjxDZcb2cdkQAyCuBRgTuXm59ynjbseDAccF3n5Kz4E,Unknown,Budget,62.5,24.46
air fryer India,Morphy Richards 5L Digital Air Fryer,64.99,$64.99,,,3.9,10,Ysvara Lifestyle,17,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:15854377668794996070,productid:16086394222824602520,headlineOfferDocid:7446820978062678125,imageDocid:6783235902906137832,rds:PC_14723125567667507883|PROD_PC_14723125567667507883,gpcid:14723125567667507883,mid:576462737720322659,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTUSrfoXRYOFDyDu4zFSjz60CCe9EiDYP8Zbn0NXL7d0R9G14AdTjYjcRKYfJ1a8Psmnpvlv74MtA,Unknown,Budget,60.0,
air fryer India,19qt Air Fryer Toaster Oven,65.99,$65.99,119.0,119.0,3.9,166,Walmart - Ecohom,18,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:17943695647735976792,productid:6861449074875970452,headlineOfferDocid:1466317093464829615,imageDocid:16798287734797413832,rds:PC_2157052390958681047|PROD_PC_2157052390958681047,gpcid:2157052390958681047,mid:576462862864075663,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRC-x_9gySYDSG1h212aaUzsFkH9tdX-OHE-Nof7hL10PCTpdyUSXuLBUfkW3HDwHtMX8xWdbtK,Unknown,Budget,57.49999999999999,44.55
air fryer India,Ninja Crispi 4-in-1 Portable Glass Air Fryer Cooking System,159.99,$159.99,180.0,180.0,4.6,1400,Best Buy,19,Free delivery by Mon,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:1984799271683239353,productid:12783340285993903647,headlineOfferDocid:2412245905867524704,imageDocid:9002199889080784409,rds:PC_6792084167119306695|PROD_PC_6792084167119306695,gpcid:6792084167119306695,mid:576462563266620663,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS8mE2FEGWxbb6oei8JvpRn8MfcsXQdfSUVti1jevR9TX7X0fZgS7TKh32vebdRWrv0IYeGK8IA,Unknown,Budget,55.00000000000001,11.12
air fryer India,Inalsa Air Fryer Tasty Fry DW 5.5,52.34,$52.34,,,,,Ysvara Lifestyle,20,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:1887577906395395086,productid:4362827529165926577,headlineOfferDocid:7040189675811589030,imageDocid:9620773122082194559,gpcid:7142297364798056343,mid:576462771342633563,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQDEohR1K_xijkPY_q6V-IrdUNwS-mBv6jhcbo8BPhHnEjVUN86a3-KLHUSkjN3atGivSct2-1K,Unknown,Budget,52.5,
air fryer India,Sweetcrispy 3-Quart Compact White Digital Air Fryer,39.99,$39.99,60.0,60.0,,,Lowe's,21,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:13662116439175754461,productid:10093093217055227657,headlineOfferDocid:53378743476413566,imageDocid:1633340494487574485,gpcid:6793566663545770971,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQNdYBNUqY1s-Hzf1hFA2Mt5VL9kdziZQSvn1BdeUtjBdjOjr3k5UW-izxlmYPnFTTgUx3uuV1i,Unknown,Budget,50.0,33.35
air fryer India,"Evita Digital Air Fryer, 1600W, 6.5 L, Rapid Hot Air Technology, 10 Pre-set Menus, Non-stick Basket, In-built Memory, Customised Time & Temperature",56.53,$56.53,,,,,Velan Store,22,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=productid:13745888038741961346,headlineOfferDocid:13745888038741961346,imageDocid:9339776386828660137,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR1kcALra84nLdq0d5gJ-4q4L1PhdjwCAeI0Yrw8XyEDSZOINh_q5JJba_4JDjf_8Gqdd08nog,Unknown,Budget,47.5,
air fryer India,Mainstays 8 Qt Air Fryer,49.0,$49.00,,,3.9,304,Walmart,23,Free delivery by Tue,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:2197525889922802117,productid:407974285450623915,headlineOfferDocid:3734886453861825140,imageDocid:8065764859329389444,rds:PC_14000012404159460279|PROD_PC_14000012404159460279,gpcid:14000012404159460279,mid:576462857131346665,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRAzN3yb-Q6o8bRMWFtxPiyYVJzzRUOmej6jWuemb_RdqLIKPzWgEzwqKDTAsauTEUAbZXpqDM,Unknown,Budget,45.0,
air fryer India,Philips 2000 Series Air Fryer NA221/00,81.46,$81.46,,,4.8,2600,Ysvara Lifestyle,24,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:6663060252711578415,productid:7588586571986324552,headlineOfferDocid:15360011757218156364,imageDocid:11373182532576422359,rds:PC_2205278441998911463|PROD_PC_2205278441998911463,gpcid:2205278441998911463,mid:576462484025114396,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSXs69hoC0qdU6-zq5HamxN7PGTUyC6SJo8C1LugcdIxWBBN-D70SQy3NCdSSnOZknQGalBTLFk,Philips,Budget,42.5,
air fryer India,Midea HeatXpress Air Fryer Oven,64.76,$64.76,,,4.2,155,Sam's Club,25,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:14797032803562398888,productid:9566262134533905754,headlineOfferDocid:14814244822077395033,imageDocid:11781111446770174141,rds:PC_5301013941249382323|PROD_PC_5301013941249382323,gpcid:5301013941249382323,mid:576462828109577063,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSzifqjmcC6GEWagrn93txcjQlymYfmL8c7mQo2lHb5XI8OdVBZDS3daw1lN76Paf76Za6uOFxJ,Unknown,Budget,40.0,
air fryer India,Instant Pot VORTEX 4-Qt. Mini Air Fryer,69.99,$69.99,90.0,90.0,4.5,185,Kohl's,26,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:2026374150270404581,productid:13731337802156590111,headlineOfferDocid:4562780409348021172,imageDocid:17959315337313743040,rds:PC_8097917057865509108|PROD_PC_8097917057865509108,gpcid:14285460198562239056,mid:576462782333760460,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTNFJcuiEPn3utMIHIl3VLVpG_tUdFipPAfIMYU00w8u8VQvUHnE5_w1Q8erAxzUQYmaz961G_0,Unknown,Budget,37.5,22.23
air fryer India,Breville Smart Oven Air Fryer,349.95,$349.95,,,4.5,5000,Crate & Barrel,27,Free delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:3500724385871621377,productid:4812568551995080880,headlineOfferDocid:7864559167061768217,imageDocid:1065640110078453462,rds:PC_1030972101975564042|PROD_PC_1030972101975564042,gpcid:1030972101975564042,mid:576462810695579580,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQfnm5YnXuDMr_0oF3f7kET_1jBkmmCyQelp170SdElieNRrkqfrpaz9JJ2QzddWH98FL0SqqA,Unknown,Budget,35.0,
air fryer India,Philips 3000 Series Airfryer HD9252/70,82.3,$82.30,,,4.4,943,Ysvara Lifestyle,28,,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:15227742849334739293,productid:11975291721914183633,headlineOfferDocid:14170129194471505742,imageDocid:10939293844105586303,rds:PC_10343581736053471749|PROD_PC_10343581736053471749,gpcid:10343581736053471749,mid:576462892658160970,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQeawS9ieETjk6ea0ncR5n4FRYmWIS3zCwylVTF0esG6ld4JZco4egwqcaHqHWR-k7q2JtkxSiM,Philips,Budget,32.5,
air fryer India,Black+Decker Crisp ‘N Bake Pro 4-Slice Air Fry Toaster Oven,45.96,$45.96,,,4.1,795,Walmart,29,Free next-day delivery,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:14925138371783994535,productid:7183373343364984473,headlineOfferDocid:15261619616333348729,imageDocid:20696546580620843,rds:PC_7074330691562330211|PROD_PC_7074330691562330211,gpcid:7074330691562330211,mid:576462858234904856,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQdZsgQRWNGPwBiUjX_8R-9GR1MQ6hSubkiUtww1rnKz9aIlQP19XKcNgcn1SiaPCX8VYGnky0,Unknown,Budget,30.0,
air fryer India,Bella PRO 4-qt. Touchscreen Slim Air Fryer,59.99,$59.99,70.0,70.0,4.8,582,Best Buy,30,Free delivery by Sun,"https://www.google.com/search?ibp=oshop&q=air fryer India&prds=catalogid:13604467834388720642,productid:18405363871309523874,headlineOfferDocid:15058002645499757599,imageDocid:15020445738740554918,rds:PC_10603934353607454724|PROD_PC_10603934353607454724,gpcid:10603934353607454724,mid:576462842102056725,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTa4Lnm7pjRIFSgAHKO8qxU4GeQwpmX17f9csUtypj-sKDHhXx04pg7p1IZuQ4,Unknown,Budget,27.500000000000004,14.3
